Id,SalePrice
1461,121853.4
1462,166399.3
1463,173021.62
1464,181778.27
1465,190741.28
1466,173797.81
1467,164535.02
1468,163650.66
1469,192291.44
1470,126528.39
1471,202924.4
1472,94874.85
1473,95155.29
1474,159799.27
1475,139623.94
1476,388910.8
1477,260583.45
1478,301857.5
1479,279940.66
1480,499165.5
1481,321824.56
1482,209417.98
1483,167497.92
1484,169226.12
1485,178947.39
1486,191247.08
1487,355041.06
1488,235547.77
1489,196930.38
1490,217567.2
1491,193545.1
1492,86005.305
1493,194196.97
1494,295638.66
1495,287775.6
1496,234280.61
1497,176097.31
1498,164553.08
1499,168270.39
1500,147722.06
1501,167690.47
1502,163881.97
1503,281332.34
1504,229138.39
1505,216010.83
1506,190875.69
1507,235927.12
1508,194236.34
1509,160145.02
1510,147700.9
1511,145954.06
1512,180196.78
1513,154112.84
1514,169481.4
1515,192038.4
1516,169367.2
1517,160031.78
1518,142383.08
1519,227635.5
1520,134430.52
1521,135744.12
1522,172392.98
1523,109189.73
1524,124062.27
1525,127626.125
1526,120583.46
1527,110035.34
1528,131248.95
1529,146603.97
1530,176868.38
1531,104968.44
1532,99126.63
1533,148634.38
1534,120083.22
1535,147894.44
1536,106323.43
1537,76553.87
1538,175173.89
1539,213930.86
1540,86977.17
1541,136470.78
1542,124858.516
1543,230055.22
1544,80256.22
1545,105426.82
1546,129143.125
1547,129553.07
1548,131447.12
1549,111204.47
1550,139742.1
1551,119749.29
1552,129350.49
1553,158568.52
1554,107309.23
1555,165678.67
1556,84197.02
1557,110338.99
1558,100443.484
1559,75688.11
1560,135158.1
1561,133757.69
1562,128640.06
1563,122231.34
1564,155055.11
1565,148615.44
1566,214474.1
1567,77013.87
1568,214571.89
1569,134239.44
1570,136306.25
1571,127802.555
1572,148732.4
1573,248204.25
1574,122668.68
1575,223128.66
1576,213349.98
1577,192213.78
1578,154206.94
1579,150628.11
1580,191691.36
1581,146723.77
1582,127244.02
1583,335414.94
1584,230802.47
1585,142121.95
1586,79457.06
1587,100197.76
1588,152681.06
