Id,SalePrice
1461,130903.43
1462,160762.67
1463,187664.61
1464,195849.84
1465,178189.25
1466,172481.7
1467,165602.17
1468,165585.52
1469,175504.28
1470,130721.016
1471,189705.58
1472,95879.06
1473,100609.91
1474,150268.78
1475,114099.38
1476,372792.34
1477,247836.9
1478,285009.56
1479,242258.77
1480,466918.22
1481,312001.44
1482,202250.9
1483,171434.2
1484,164907.89
1485,181111.27
1486,194065.6
1487,328478.34
1488,231249.6
1489,205553.11
1490,229566.64
1491,185624.8
1492,89368.17
1493,188978.06
1494,287845.5
1495,275840.6
1496,236456.84
1497,174511.86
1498,164420.78
1499,155148.45
1500,159576.36
1501,186887.73
1502,145706.7
1503,290411.34
1504,237099.14
1505,226501.78
1506,172384.75
1507,252284.77
1508,197571.4
1509,157436.05
1510,149442.94
1511,141384.95
1512,169002.9
1513,138111.39
1514,175268.8
1515,204808.84
1516,143099.53
1517,164172.28
1518,127629.914
1519,227769.27
1520,133084.9
1521,140411.94
1522,164759.23
1523,111506.56
1524,120478.75
1525,116920.79
1526,110582.05
1527,105190.03
1528,130648.42
1529,152926.2
1530,173513.75
1531,87410.02
1532,83165.41
1533,148934.5
1534,116960.54
1535,148089.25
1536,106711.78
1537,70568.03
1538,157521.98
1539,208290.44
1540,89074.57
1541,142447.33
1542,126647.766
1543,202828.73
1544,77754.12
1545,105699.26
1546,133492.27
1547,135678.95
1548,133237.05
1549,110908.05
1550,136481.52
1551,104535.12
1552,135246.28
1553,155061.94
1554,108531.11
1555,169706.66
1556,73398.68
1557,105624.95
1558,99087.2
1559,79062.86
1560,127510.38
1561,130079.89
1562,125613.13
1563,122959.85
1564,155006.1
1565,148793.56
1566,234209.7
1567,73491.94
1568,233114.39
1569,136356.4
1570,137438.83
1571,110614.5
1572,141207.31
1573,249350.69
1574,115967.86
1575,228967.39
1576,251947.36
1577,196973.97
1578,143075.67
1579,147604.97
1580,190945.86
1581,148626.83
1582,125818.945
1583,309722.12
1584,223680.64
1585,139093.06
1586,70147.445
1587,95160.68
1588,155760.94
1589,92647.734
1590,131558.97
1591,88683.33
1592,123805.94
1593,125219.1
1594,154553.3
1595,112761.4
1596,233256.81
1597,182798.89
1598,208639.2
1599,164402.88
1600,158120.56
1601,54593.3
1602,110983.11
1603,77392.0
1604,271265.2
1605,241394.89
1606,162444.39
